Record ID	Object Title	Registration Number	Description.	Marks	Production Date	Provenance (Production)	Provenance (History)	Categories	Persistent Link	Height	Width	Depth	Diameter	Weight	License info
384538	Sandals Yohji Yamamoto for Adidas	2009/16/59	Sandals (pair), womens, synthetic rubber / polyester based polyurethane / synthetic suede / leather / methacrylates co-polymer, designed by Yohji Yamamoto for Adidas, made in China, 2004, owned by Gene Sherman, Sydney, New South Wales, Australia, 2004-2007. A pair of sandals with a thick flat platform synthetic rubber soles covered on the sides with aromatic polyester based thermoplastic polyurethane which is decorated with three red stripes - the Adidas mark - at the heels and Yohji Yamamoto's signature also in red on one side. The inner soles are of the black padded synthetic suede as are the straps that loop on either side of the foot and bound together with a strip of black leather. There are two more black padded straps that wind around the ankles and tie with short black leather straps.	Small printed white sticker on bottom of each sole: MADE IN CHINA, 7, FTY NO. APE 779001, ART NO 042882, 10/03. Four round red rubber inserts along soles have 'adidas' and logo.		Designer: Yamamoto, Yohji|Maker: Adidas; China; 2004|	Owner: Sherman, Gene; Australia|	Sandals|Clothing and Dress	http://www.powerhousemuseum.com/collection/database/?irn=384538	130 mm	106 mm				This text content licensed under<a href="http://creativecommons.org/licenses/by-sa/2.5/au/" rel="license" about="http://www.powerhousemuseum.com/collection/database/?irn=384538#_cc-by-sa_content">CC BY-SA</a>.
384536	Tote bag by Akira Isogawa, 2002	2009/16/58	Tote bag, black, part of the full set 'Origami', felted wool nylon blend, designed and made by Akira Isogawa, Australia, 2002, commissioned by Gene Sherman, Sydney, New South Wales, Australia, 2002. A small square based tote bag made of red felted wool nylon blend fabric. The bag is made up of woven and folded fabric which is open at the top and fastens with two drawstring handles of the same felt. The bag is machine sewn and unlined.	Two fabric labels inside top of bag: one black label with text 'Akira', another white label with product and care information '80% Wool/20% Nylon/...care symbols and information/Made in Australia'. There is a hand written note with following text placed with the set of these five bags: ARTIST: AKIRA ISOGAWA TITLE: ORIGAMI (FULL SET) SHERMAN GALLERIES' SET PURCHASED BY: SG-GENE	2002	Maker: unknown; Sydney, New South Wales; 2002|Designer: Isogawa, Akira|	Owner: Sherman, Gene; Sydney, New South Wales|	Evening bags|Clothing and Dress|Personal Effects	http://www.powerhousemuseum.com/collection/database/?irn=384536	50 mm	200 mm				This text content licensed under<a href="http://creativecommons.org/licenses/by-sa/2.5/au/" rel="license" about="http://www.powerhousemuseum.com/collection/database/?irn=384536#_cc-by-sa_content">CC BY-SA</a>.
384535	Tote bag by Akira Isogawa, 2002	2009/16/57	Tote bag, purple, part of the full set 'Origami', felted wool nylon blend, designed and made by Akira Isogawa, Australia, 2002, commissioned by Gene Sherman, Sydney, New South Wales, Australia, 2002. A small square based tote bag made of aubergine purple felted wool nylon blend fabric. The bag is made up of woven and folded fabric which is open at the top and fastens with two drawstring handles of the same felt. The bag is machine sewn and unlined. Commissioned by Dr Gene Sherman.	Two fabric labels inside top of bag: one black label with text 'Akira', another white label with product and care information '80% Wool/20% Nylon/...care symbols and information/Made in Australia'. There is a hand written note with following text placed with the set of these five bags: ARTIST: AKIRA ISOGAWA TITLE: ORIGAMI (FULL SET) SHERMAN GALLERIES' SET PURCHASED BY: SG-GENE	2002	Maker: unknown; Sydney, New South Wales; 2002|Designer: Isogawa, Akira|	Owner: Sherman, Gene; Sydney, New South Wales|	Evening bags|Clothing and Dress|Personal Effects	http://www.powerhousemuseum.com/collection/database/?irn=384535		200 mm				This text content licensed under<a href="http://creativecommons.org/licenses/by-sa/2.5/au/" rel="license" about="http://www.powerhousemuseum.com/collection/database/?irn=384535#_cc-by-sa_content">CC BY-SA</a>.
384534	Tote bag by Akira Isogawa, 2002	2009/16/56	Tote bag, blue, part of the full set 'Origami', felted wool nylon blend, designed and made by Akira Isogawa, Australia, 2002, commissioned by Gene Sherman, Sydney, New South Wales, Australia, 2002. A small square based tote bag made of blue felted wool nylon blend fabric. The bag is made up of woven and folded fabric which is open at the top and fastens with two drawstring handles of the same felt. The bag is machine sewn and unlined. Commissioned by Dr Gene Sherman,	Two fabric labels inside top of bag: one black label with text 'Akira', another white label with product and care information '80% Wool/20% Nylon/...care symbols and information/Made in Australia'. There is a hand written note with following text placed with the set of these five bags: ARTIST: AKIRA ISOGAWA TITLE: ORIGAMI (FULL SET) SHERMAN GALLERIES' SET PURCHASED BY: SG-GENE	2002	Maker: unknown; Sydney, New South Wales; 2002|Designer: Isogawa, Akira|	Owner: Sherman, Gene; Sydney, New South Wales|	Evening bags|Clothing and Dress|Personal Effects	http://www.powerhousemuseum.com/collection/database/?irn=384534	50 mm	200 mm				This text content licensed under<a href="http://creativecommons.org/licenses/by-sa/2.5/au/" rel="license" about="http://www.powerhousemuseum.com/collection/database/?irn=384534#_cc-by-sa_content">CC BY-SA</a>.
384533	Tote bag by Akira Isogawa, 2002	2009/16/55	Tote bag, red, part of the full set 'Origami', felted wool nylon blend, designed and made by Akira Isogawa, Australia, 2002, commissioned by Gene Sherman, Sydney, New South Wales, Australia, 2002. A small square based tote bag made of red felted wool nylon blend fabric. The bag is made up of woven and folded fabric which is open at the top and fastens with two drawstring handles of the same felt. The bag is machine sewn and unlined. Commissioned by Dr Gene Sherman.	Two fabric labels inside top of bag: one black label with text 'Akira', another white label with product and care information '80% Wool/20% Nylon/...care symbols and information/Made in Australia'. There is a hand written note with following text placed with the set of these five bags: ARTIST: AKIRA ISOGAWA TITLE: ORIGAMI (FULL SET) SHERMAN GALLERIES' SET PURCHASED BY: SG-GENE	2002	Maker: unknown; Sydney, New South Wales; 2002|Designer: Isogawa, Akira|	Owner: Sherman, Gene; Sydney, New South Wales|	Evening bags|Clothing and Dress|Personal Effects	http://www.powerhousemuseum.com/collection/database/?irn=384533	50 mm	200 mm				This text content licensed under<a href="http://creativecommons.org/licenses/by-sa/2.5/au/" rel="license" about="http://www.powerhousemuseum.com/collection/database/?irn=384533#_cc-by-sa_content">CC BY-SA</a>.
384532	Tote bag by Akira Isogawa, 2002	2009/16/54	Tote bag, olive green, part of the full set 'Origami', felted wool nylon blend, designed and made by Akira Isogawa, Australia, 2002, commissioned by Gene Sherman, Sydney, New South Wales, Australia, 2002. A small square based tote bag made of olive green felted wool nylon blend fabric. The bag is made up of woven and folded fabric which is open at the top and fastens with two drawstring handles of the same felt. The bag is machine sewn and unlined.	Two fabric labels inside top of bag: one black label with text 'Akira', another white label with product and care information '80% Wool/20% Nylon/...care symbols and information/Made in Australia'. There is a hand written note with following text placed with the set of these five bags: ARTIST: AKIRA ISOGAWA TITLE: ORIGAMI (FULL SET) SHERMAN GALLERIES' SET PURCHASED BY: SG-GENE	2002	Maker: unknown; Sydney, New South Wales; 2002|Designer: Isogawa, Akira|	Owner: Sherman, Gene; Sydney, New South Wales|	Evening bags|Clothing and Dress|Personal Effects	http://www.powerhousemuseum.com/collection/database/?irn=384532	50 mm	200 mm				This text content licensed under<a href="http://creativecommons.org/licenses/by-sa/2.5/au/" rel="license" about="http://www.powerhousemuseum.com/collection/database/?irn=384532#_cc-by-sa_content">CC BY-SA</a>.
384531	Textile item by Ahn Pil Yun, 1996	2009/16/53	Scissor-shaped artwork, silk satin / rayon / metal / plastic, made by Ahn Pil Yun, Korea, 1996 Scissor-shaped padded textile artwork. Constructed in bluish green silk satin woven with flower motifs and border around the edge with black bias binding. The line between the scissor blades is opened with yellow zipper fastening. On both sides there are two plastic eye feature buttons placed between the handles and the body. Wire has been attached with swages and is looped through with a metal dog tag and chain. A label is attached on one side printed with 'AHN PIL YUN'	There is a white label with text 'AHN PIL YUN' There are no other labels for production and care information	1996	Maker: unknown; 1996|: Phil Yun, Ahn|	User: Sherman Galleries; Sydney, New South Wales; 1996|Owner: Sherman, Gene; Sydney, New South Wales; 1996 - 2007|	Artworks|Textile Technology	http://www.powerhousemuseum.com/collection/database/?irn=384531		350 mm	50 mm			This text content licensed under<a href="http://creativecommons.org/licenses/by-sa/2.5/au/" rel="license" about="http://www.powerhousemuseum.com/collection/database/?irn=384531#_cc-by-sa_content">CC BY-SA</a>.
384529	Coat by Yohji Yamamoto, 1994	2009/16/52	Coat, womens, nylon / polyester, designed by Yohji Yamamoto, Japan, 1994, (made for the Autumn / Winter collection 1994-95), owned by Gene Sherman, Sydney, New South Wales, Australia, 1994-2007. A calf length winter coat made from black nylon. It has a central front opening, long, wide sleeves and a stand collar. The coat is lined with black polyester which has been quilted in a diamond pattern. The collar, sleeves, hem and front opening are edged with bias binding of the same black nylon as the outer fabric. It is machine stitched.	Two labels with product and care instructions YOHJI YAMAMOTO, MADE IN JAPAN, M, 100% NYLON, BOURRAG FILLING, 100% POLYESTER, FV-C20-800	1994	Designer: Yamamoto, Yohji; Japan; 1994|	Owner: Sherman, Gene; Sydney, New South Wales|User: unknown; 1990 - 2008|	Coats|Clothing and Dress	http://www.powerhousemuseum.com/collection/database/?irn=384529	1400 mm					This text content licensed under<a href="http://creativecommons.org/licenses/by-sa/2.5/au/" rel="license" about="http://www.powerhousemuseum.com/collection/database/?irn=384529#_cc-by-sa_content">CC BY-SA</a>.
384528	Dress by Yohji Yamamoto, 1993	2009/16/51	Skirt, womens, wool, designed and made by Yohji Yamamoto, Japan, 1993, (made for the Spring / Summer collection 1993), owned by Gene Sherman, Sydney, New South Wales, Australia, 1993-2007. Long, slim, skirt, of fine draped black wool, with an asymmetrical hem line. Cut on the bias, the skirt is constructed with pieced three dimensional trianglular panels which fall in soft folds. One such panel drapes down the front proper right side of the skirt. A vertical zipper is concealed behind this fold. Another smaller fold is wrapped across the proper right stomach and held with a button. The waistband runs diagonally. dipping on the proper right side and closing with a button. Attached to proper left hand side of the waistband is a long loop of fabric which drapes softly against the side.	Three labels with product and care information YOHJI YAMAMOTO, SS, MADE IN JAPAN, 100% LAINE WOOL, FO-S29-105	1993	Designer: Yamamoto, Yohji; Japan; 1993|Maker: Yamamoto, Yohji; Japan|	Owner: Sherman, Gene; Sydney, New South Wales|User: unknown; 1990 - 2008|	Dresses|Clothing and Dress	http://www.powerhousemuseum.com/collection/database/?irn=384528	1300 mm					This text content licensed under<a href="http://creativecommons.org/licenses/by-sa/2.5/au/" rel="license" about="http://www.powerhousemuseum.com/collection/database/?irn=384528#_cc-by-sa_content">CC BY-SA</a>.
384527	Skirt by Yohji Yamamoto, 2004	2009/16/50	Skirt, womens, rayon, designed and made by Yohji Yamamoto, Japan, 2004, owned by Gene Sherman, Sydney, New South Wales, Australia, 2004-2007. This black skirt is double lined with fabric which is cut on the bias at bottom hem. It is fastened with three metal tabs and string at the left waist.	There are five labels with product and care information YOHJI YAMAMOTO, 3, MADE IN JAPAN, 100% RAYON, FZ-507-206	2004	Maker: Yamamoto, Yohji; Japan; 2004|	Owner: Sherman, Gene; Sydney, New South Wales; 2004 - 2007|	Skirts	http://www.powerhousemuseum.com/collection/database/?irn=384527						This text content licensed under<a href="http://creativecommons.org/licenses/by-sa/2.5/au/" rel="license" about="http://www.powerhousemuseum.com/collection/database/?irn=384527#_cc-by-sa_content">CC BY-SA</a>.
384386	Skirt by Issey Miyake	2009/16/5	Skirt, 'PLEATS PLEASE', womens, pleated polyester, designed and made by ISSEY MIYAKE, Japan, mid 1990s, owned by Gene Sherman, Sydney, New South Wales, Australia, mid 1990s - 2007. Full skirt of finely pleated black polyester. Skirt is constructed with two layers of identical fabric, joined at the waist with an elasticised waistband. Both layers are calf length at the back and rise at the front in a high semi circle. The over layer is split at the centre front. There are no side seams.	Two white fabric labels. The first one with text 'PLEATS PLEASE', and the second one with product and care information. MADE IN JAPAN. PP11-JG121, SIZE 5. PRODUCT OF ISSEY MIYAKE INC		Designer: Issey Miyake Inc; Japan|Maker: unknown; 1993 - 1997|	Owner: Sherman, Gene; Sydney, New South Wales; 1996 - 2007|	Skirts|Clothing and Dress	http://www.powerhousemuseum.com/collection/database/?irn=384386						This text content licensed under<a href="http://creativecommons.org/licenses/by-sa/2.5/au/" rel="license" about="http://www.powerhousemuseum.com/collection/database/?irn=384386#_cc-by-sa_content">CC BY-SA</a>.
384526	Skirt by Yohji Yamamoto, 1996 - 2007	2009/16/49	Skirt, womens, cotton, designed and made by Yohji Yamamoto, Japan, early 1990s, owned by Gene Sherman, Sydney, New South Wales, Australia, early 1990s-2007. Black skirt has two slip pockets with elasticised fastening at waist and bottom hem.	Three labels of product and care information YOHJI YAMAMOTO, M, MADE IN JAPAN, 100% COTTON, FC-T23-080	1996 - 2007	Maker: unknown; 1996 - 2007|		Skirts	http://www.powerhousemuseum.com/collection/database/?irn=384526						This text content licensed under<a href="http://creativecommons.org/licenses/by-sa/2.5/au/" rel="license" about="http://www.powerhousemuseum.com/collection/database/?irn=384526#_cc-by-sa_content">CC BY-SA</a>.
384525	Jacket by Yohji Yamamoto, 1996 - 2000	2009/16/48	Jacket, womens, wool / silk / nylon / cotton, designed and made by Yohji Yamamoto, Japan, late 1990s, owned by Gene Sherman, Sydney, New South Wales, Australia, late 1990s-2007. A womens long sleeve black jacket made from wool lined with cupro. It has V-neckline with wide turn-down collar and lapels, front opening fastening with two buttons at waistline. The left lower part cut on the bias with a rectangular shape panel affixed on which there is a slit pocket.	There are three labels with product and care information YOHJI YAMAMOTO, 2, MADE IN JAPAN, 100% LAINE WOOL, 72% SOLE SILK, 28% NYLON, DOUBLURE LINING, 100% CUPRO, FX-J11-116	1996 - 2000	Maker: Yamamoto, Yohji; Japan; 1996 - 2000|	Owner: Sherman, Gene; Sydney, New South Wales; 1996 - 2007|	Jackets|Clothing and Dress	http://www.powerhousemuseum.com/collection/database/?irn=384525	620 mm					This text content licensed under<a href="http://creativecommons.org/licenses/by-sa/2.5/au/" rel="license" about="http://www.powerhousemuseum.com/collection/database/?irn=384525#_cc-by-sa_content">CC BY-SA</a>.
384524	Coat by Yohji Yamamoto, 1996 - 2007	2009/16/47	Coat, womens, silk, designed and made by Yohji Yamamoto, Japan, late 1990s, owned by Gene Sherman, Sydney, New South Wales, Australia, late 1990s-2007. This long sleeve black coat is made of silk. It has centre opening fastened with one button at chest level. The back also splits from centre but no fastening.	There are four labels with product and care information YOHJI YAMAMOTO, 3, MADE IN JAPAN, 100% SOLE SILK, NU-D77-400	1996 - 2007	Maker: Yamamoto, Yohji; Japan; 1996 - 2007|	Owner: Sherman, Gene; Sydney, New South Wales; 1996 - 2007|	Coats|Clothing and Dress	http://www.powerhousemuseum.com/collection/database/?irn=384524	1280 mm					This text content licensed under<a href="http://creativecommons.org/licenses/by-sa/2.5/au/" rel="license" about="http://www.powerhousemuseum.com/collection/database/?irn=384524#_cc-by-sa_content">CC BY-SA</a>.
384523	Skirt by Yohji Yamamoto	2009/16/46	Skirt, womens, rayon, designed and made by Yohji Yamamoto, Japan, 2004, owned by Gene Sherman, Sydney, New South Wales, Australia, 2004-2007. Black, gored, skirt with yoke and waistband. The yoke is pieced from a series of individual fabric triangles which are joined to each other at corners with black thread. The skirt fastens at left waistline.	There are seven (7) labels of product and care information YOHJI YAMAMOTO, 1, MADE IN JAPAN, 100% RAYON, FZ-SO1-216		Designer: Yamamoto, Yohji; Japan|Maker: unknown; 2004|	Owner: Sherman, Gene; Sydney, New South Wales; 2004 - 2009|	Skirts|Clothing and Dress	http://www.powerhousemuseum.com/collection/database/?irn=384523						This text content licensed under<a href="http://creativecommons.org/licenses/by-sa/2.5/au/" rel="license" about="http://www.powerhousemuseum.com/collection/database/?irn=384523#_cc-by-sa_content">CC BY-SA</a>.
384522	Dress by Yohji Yamamoto, 1996 - 2007	2009/16/45	Dress, womens, rayon / linen, designed and made by Yohji Yamamoto, Japan, mid 1990s, owned by Gene Sherman, Sydney, New South Wales, Australia, mid 1990s-2007. Blue dress made up of tricot knitted long sleeve top joined with same colour linen skirt. It has round neckline with centre front opening.	Three labels with product and care information YOHJI YAMAMOTO, S, MADE IN JAPAN,	1996 - 2007	Maker: unknown; 1996 - 2007|		Dresses	http://www.powerhousemuseum.com/collection/database/?irn=384522	1420 mm					This text content licensed under<a href="http://creativecommons.org/licenses/by-sa/2.5/au/" rel="license" about="http://www.powerhousemuseum.com/collection/database/?irn=384522#_cc-by-sa_content">CC BY-SA</a>.
384521	Skirt by Yohji Yamamoto	2009/16/44	Skirt, womens, satin / cotton, designed and made by Yohji Yamamoto, Japan, mid 1990s, owned by Gene Sherman, Sydney, New South Wales, Australia, mid 1990-2007. Black ankle length skirt constructed with pleats on the proper right side and back. The pleats are set in a waistband at the top and sewn down along the hem at the bottom to give a 'hobbled' effect on one side. The proper left side of the skirt is full and at the side seam extends upwards to the side of the waistband into two long bands. These bands can either wrap around at the waist as a sash or drape over the shoulder. There are buttons at intervals along the band to hold the two sides together. There is a narrow waistband. Decocrative, stitching in a gemoetrical pattern, runs across the abdomen.	Four labels with product and care information YOHJI YAMAMOTO , 2, MADE IN JAPAN, 60% RAYON, 40% COTTON, FE-S20-206		Designer: Yamamoto, Yohji|Maker: unknown; 1996 - 2007|: unknown; Japan|	Owner: Sherman, Gene; Sydney, New South Wales; 1996 - 2007|	Dresses|Skirts|Clothing and Dress	http://www.powerhousemuseum.com/collection/database/?irn=384521						This text content licensed under<a href="http://creativecommons.org/licenses/by-sa/2.5/au/" rel="license" about="http://www.powerhousemuseum.com/collection/database/?irn=384521#_cc-by-sa_content">CC BY-SA</a>.
384520	Skirt by Yohji Yamamoto, 1996 - 2007	2009/16/43	Skirt, womens, silk / nylon, designed and made by Yohji Yamamoto, Japan, mid 1990s, owned by Gene Sherman, mid 1990s-2007. Black skirt made of silk and lined with black nylon. It fastens at waistline with a button.	Four labels with product and care information YOHJI YAMAMOTO, M, MADE IN JAPAN, 75% SOLE SILE, 25% NYLON, FF-S45-423	1996 - 2007	Maker: unknown; 1996 - 2007|		Skirts|Clothing and Dress	http://www.powerhousemuseum.com/collection/database/?irn=384520						This text content licensed under<a href="http://creativecommons.org/licenses/by-sa/2.5/au/" rel="license" about="http://www.powerhousemuseum.com/collection/database/?irn=384520#_cc-by-sa_content">CC BY-SA</a>.
384519	Dress by Yohji Yamamoto, 1996 - 2007	2009/16/42	Dress, womens, cotton, designed and made by Yohji Yamamoto, Japan, early 1990s, owned by Gene Sherman, Sydney, New South Wales, Australia, early 1990s-2007. A black cotton dress with deep split.The dress has short sleeves and round neck.	Four labels with product and care information YOHJI YAHAMOTO, M, MADE IN JAPAN, 100% COTTON	1996 - 2007	Maker: unknown; 1996 - 2007|		Dresses|Clothing and Dress	http://www.powerhousemuseum.com/collection/database/?irn=384519	970 mm					This text content licensed under<a href="http://creativecommons.org/licenses/by-sa/2.5/au/" rel="license" about="http://www.powerhousemuseum.com/collection/database/?irn=384519#_cc-by-sa_content">CC BY-SA</a>.
384518	Sleeves by Comme des Garçons, 1994	2009/16/41	Sleeves (pair), womens, wool / polyester, designed and made by Comme des Garçons Co. Ltd, Japan, 1994 (made for the Spring / Summer collection "Eccentric" 1994), owned by Dr Gene Sherman, Sydney, New South Wales, Australia, 1994-2007. A pair of detachable long, wide, sleeves made of grey wool / polyester suiting fabric lined with white cotton jersey. The sleeves have wide fold-back cuffs and attach with a long tie at the shoulders that crosses over the back and ties at the waist.	No marks	1994	Maker: unknown; Japan; 1994|	Owner: Sherman, Gene; Australia|	Sleeves|Clothing and Dress	http://www.powerhousemuseum.com/collection/database/?irn=384518		280 mm				This text content licensed under<a href="http://creativecommons.org/licenses/by-sa/2.5/au/" rel="license" about="http://www.powerhousemuseum.com/collection/database/?irn=384518#_cc-by-sa_content">CC BY-SA</a>.
384517	Skirt by Yohji Yamamoto, 2002	2009/16/40	Skirt, womens, 'Heart Sutra', silk / rayon / polyurethane, designed and made by Yohji Yamamoto, Japan, 2002, owned by Gene Sherman, Sydney, New South Wales, Australia, 2002-2007. This black flared skirt has text from the Heart Sutra printed in Chinese characters. The skirt opens at right waist fastening with string.	Four labels with product and care information YOHJI YAMAMOTO, 2, MADE IN JAPAN, FE-SO2-919	2002	Maker: unknown; 2002|		Skirts|Clothing and Dress	http://www.powerhousemuseum.com/collection/database/?irn=384517						This text content licensed under<a href="http://creativecommons.org/licenses/by-sa/2.5/au/" rel="license" about="http://www.powerhousemuseum.com/collection/database/?irn=384517#_cc-by-sa_content">CC BY-SA</a>.
384385	Skirt by Issey Miyake, 1993 - 1997	2009/16/4	Skirt, womens, pleated polyester, designed and made by ISSEY MIYAKE, Japan, mid 1990s, owned by Gene Sherman, Sydney, New South Wales, Australia, mid 1990s-2007. This green flared skirt is made from pleated polyester. It has a very wide hemline, is unlined, and has an elasticised waist.	There are three fabric labels: a black label with text 'ISSEY MIYAKE'; and two other white labels with product and care information printed in Japanese text.	1993 - 1997	Maker: Issey Miyake Inc; Japan; 1993 - 1997|	Owner: Sherman, Gene; Sydney, New South Wales; 1990 - 1999|	Skirts|Clothing and Dress	http://www.powerhousemuseum.com/collection/database/?irn=384385						This text content licensed under<a href="http://creativecommons.org/licenses/by-sa/2.5/au/" rel="license" about="http://www.powerhousemuseum.com/collection/database/?irn=384385#_cc-by-sa_content">CC BY-SA</a>.
384516	Blouse by Yohji Yamamoto, 1996 - 1999	2009/16/39	Blouse, womens, silk, designed and made by Yohji Yamamoto, Japan, late 1990s, owned by Gene Sherman, Sydney, New South Wales, Australia, late 1990s-2007. This blouse is made of black silk. It has a V-neckline, long sleeves, and centre front opening fastening at waist level.	Four labels with product and care information. YOHJI YAMAMOTO, 2, MADE IN JAPAN, 100% SOLE SILK	1996 - 1999	Maker: Yamamoto, Yohji; Japan; 1996 - 1999|	Owner: Sherman, Gene; Sydney, New South Wales; 1996 - 2007|	Blouses|Clothing and Dress	http://www.powerhousemuseum.com/collection/database/?irn=384516	660 mm					This text content licensed under<a href="http://creativecommons.org/licenses/by-sa/2.5/au/" rel="license" about="http://www.powerhousemuseum.com/collection/database/?irn=384516#_cc-by-sa_content">CC BY-SA</a>.
384515	Bamboo undergarment made in Southern China, 1870 - 1950	2009/16/38	Undergarment, bamboo / cotton / metal, maker unknown, probably Southern China, 1870-1950, owned by Gene Sherman, Sydney, New South Wales, Australia, 1991-2007. Loose-fitting undergarment made of fine sections of bamboo that have been threaded with cotton and linked to create a mesh. High round neck and long sleeves with opening at underarm trimmed with black cotton. There are short vents at side seams at hem. The garment is trimmed at cuffs, opening and hem with black cotton fabric. Centre front opening fastens with three moulded gilt-metal buttons. It has blue cotton ties at the front.		1870 - 1950	Maker: unknown; China; 1870 - 1950|	Owner: Sherman, Gene; Sydney, New South Wales; 1991 - 2007|	Underwear|Clothing and Dress	http://www.powerhousemuseum.com/collection/database/?irn=384515	760 mm	560 mm				This text content licensed under<a href="http://creativecommons.org/licenses/by-sa/2.5/au/" rel="license" about="http://www.powerhousemuseum.com/collection/database/?irn=384515#_cc-by-sa_content">CC BY-SA</a>.
384514	Skirt by Junya Watanbe for Comme des Garçons, 1996 - 2007	2009/16/37	Skirt, womens, denim patchwork, cotton, designed and made by Junya Watanbe for Comme des Garçons, Japan, 2001, owned by Gene Sherman, Sydney, New South Wales, Australia, 2001-2007. A blue denim patchwork skirt with four buttons laid in two lines at the front. It has two patch pockets, two metal buckles and tabs at the hem on both front left and right back.	Three labels with product and care information JUNYA WATANABE, COMME des GARÇONS, COMME des GARÇONS CO. LTD, JQ-SO43, MADE IN JAPAN, 100% COTTON	1996 - 2007	Maker: unknown; 1996 - 2007|		Skirts|Clothing and Dress	http://www.powerhousemuseum.com/collection/database/?irn=384514						This text content licensed under<a href="http://creativecommons.org/licenses/by-sa/2.5/au/" rel="license" about="http://www.powerhousemuseum.com/collection/database/?irn=384514#_cc-by-sa_content">CC BY-SA</a>.
384513	Skirt by Comme des Garçons, 1996 - 2000	2009/16/36	Skirt (two pieces), womens, wool, designed and made by Comme des Garçons Co Ltd, Japan, late 1990s, owned by Gene Sherman, Sydney, New South Wales, Australia, late 1990s-2007 A black skirt formed by two separate pieces made from wool. It has self patterned stripes design.	Four labels with product and care information COMME des GARÇONS , M, COMME des GARÇONS CO LTD, EC-SO13, MADE IN JAPAN, 100% WOOL	1996 - 2000	Maker: Comme des Garcons; Japan; 1996 - 2000|	Owner: Sherman, Gene; Sydney, New South Wales; 1996 - 2007|	Skirts|Clothing and Dress	http://www.powerhousemuseum.com/collection/database/?irn=384513						This text content licensed under<a href="http://creativecommons.org/licenses/by-sa/2.5/au/" rel="license" about="http://www.powerhousemuseum.com/collection/database/?irn=384513#_cc-by-sa_content">CC BY-SA</a>.
384512	Skirt by Alaia, 1993 - 1997	2009/16/35	Skirt, womens, pleated, leather / acetate, designed by Alaia, France, mid 1990s, owned by Gene Sherman, Sydney, New South Wales, Australia, mid 1990s-2007 The short black pleated skirt is made of leather and is lined with acetate. There are two sets of metal buckles and tabs at waistband.	Two labels ALAIA PARIS, ALAIA, S, MADE IN FRANCES, 100% LEATHER, LINING 100% ACETATE, COL BLACK, DRY CLEAN ONLY, REF: A361	1993 - 1997	Maker: Alaia, Azzedine; Paris, France; 1993 - 1997|	Owner: Sherman, Gene; Sydney, New South Wales; 1993 - 2007|	Skirts|Clothing and Dress	http://www.powerhousemuseum.com/collection/database/?irn=384512						This text content licensed under<a href="http://creativecommons.org/licenses/by-sa/2.5/au/" rel="license" about="http://www.powerhousemuseum.com/collection/database/?irn=384512#_cc-by-sa_content">CC BY-SA</a>.
384511	Skirt by Comme des Garçons, 1996 - 1999	2009/16/34	Skirt, womens, cotton, designed and made by Comme des Garçons Co Ltd, Japan, mid 1990s, owned by Gene Sherman, Sydney, New South Wales, Australia, mid 1990s-2007. This calf length black skirt is made from cotton and has two flower featured knots at front and another one at back. It is cut on the bias with uneven hemline, the waistband has belt loops and a left side zipper fastening.	Three labels with product and care information COMME des GARÇONS, COMME des GARÇONS CO LTD, EI-SO39-051-1-3 M, MADE IN JAPAN, 100% COTTON, (This skirt seemed unworn as it has a price tag attached, $2350)	1996 - 1999	Maker: Comme des Garcons; Japan; 1996 - 1999|	Owner: Sherman, Gene; Sydney, New South Wales; 1996 - 2007|	Skirts|Clothing and Dress	http://www.powerhousemuseum.com/collection/database/?irn=384511						This text content licensed under<a href="http://creativecommons.org/licenses/by-sa/2.5/au/" rel="license" about="http://www.powerhousemuseum.com/collection/database/?irn=384511#_cc-by-sa_content">CC BY-SA</a>.
384510	Skirt by Comme des Garçons, 1996 - 1999	2009/16/33	Skirt, womens, 'robe de chamber', wool / rayon, designed and made by Comme des Garçons , Japan, late 1990s, owned by Gene Sherman, Sydney, New South Wales, Australia, late 1990s-2007. The black skirt with spotted pile in blue is calf length and opens at back. It has asymmetrical panels at two sides of hem tied with strings. The skirt has two slit pockets at hip level.	Three labels with product and care information. ROBE DE CHAMBRE, COMME des GARÇONS, MADE IN JAPAN, COMME des GARÇONS CO, LTD, 100% WOOL, PILE 100% RAYON	1996 - 1999	Maker: Comme des Garcons; Japan; 1996 - 1999|	Owner: Sherman, Gene; Sydney, New South Wales; 1996 - 2007|	Skirts|Clothing and Dress	http://www.powerhousemuseum.com/collection/database/?irn=384510						This text content licensed under<a href="http://creativecommons.org/licenses/by-sa/2.5/au/" rel="license" about="http://www.powerhousemuseum.com/collection/database/?irn=384510#_cc-by-sa_content">CC BY-SA</a>.
